class,cap-diameter,cap-shape,cap-surface,stem-width,has-ring
e,Large,Convex,Dry,12.61,f
p,Huge,Convex,Silky,7.98,f
p,Huge,Sunken,Dry,6.37,f
p,Huge,Bell,missing,2.11,f
p,Gigantic,Punctate,Grooved,14.82,t
p,Gigantic,Conical,Iridescent,7.23,f
e,Large,Flat,missing,15.63,f
p,Very Large,Convex,Dry,23.63,t
e,Large,Flat,missing,21.1,f
p,Huge,Convex,Iridescent,5.43,f
p,Gigantic,Bell,Silky,8.04,t
p,Huge,Convex,missing,18.2,t
p,Huge,Flat,Dry,7.15,f
e,Large,Convex,Hairy,4.94,f
e,Fairly Large,Punctate,Grooved,1.43,f
e,Large,Sunken,missing,7.3,f
e,Fairly Large,Convex,Scaly,12.11,t
p,Colossal,Punctate,missing,28.31,f
e,Large,Convex,missing,8.27,f
e,Fairly Large,Flat,Textured,7.62,f
p,Colossal,Flat,missing,10.76,f
e,Fairly Large,Flat,Hairy,6.48,f
e,Fairly Large,Convex,Dry,5.94,f
p,Very Large,Convex,Grooved,1.07,f
e,Large,Flat,Hairy,11.16,f
p,Gigantic,Bell,missing,2.39,f
p,Huge,Convex,Textured,8.62,f
e,Fairly Large,Sunken,Textured,17.22,f
p,Gigantic,Bell,Grooved,2.82,f
p,Gigantic,Convex,Textured,27.38,f
p,Huge,Sunken,Hairy,11.43,f
e,Fairly Large,Flat,Hairy,9.93,f
p,Colossal,Convex,Silky,8.59,t
p,Very Large,Sunken,Textured,15.07,f
p,Colossal,Conical,Iridescent,8.0,f
p,Huge,Bell,missing,2.07,f
e,Large,Flat,Textured,6.78,f
p,Gigantic,Flat,Textured,14.92,f
p,Gigantic,Punctate,Textured,2.43,t
p,Colossal,Conical,missing,3.91,f
p,Gigantic,Convex,Scaly,8.1,t
p,Gigantic,Conical,Smooth,11.65,f
e,Very Large,Flat,Wrinkled,2.56,f
e,Large,Convex,Textured,2.47,f
p,Gigantic,Flat,Wrinkled,10.38,f
p,Gigantic,Punctate,Grooved,15.49,t
e,Large,Conical,Textured,12.86,f
p,Colossal,Bell,Wrinkled,4.96,f
p,Gigantic,Conical,Textured,3.29,f
p,Gigantic,Flat,Scaly,15.67,f
e,Very Large,Sunken,Scaly,3.87,f
e,Large,Convex,missing,7.78,t
p,Huge,Convex,missing,5.8,f
e,Fairly Large,Convex,missing,27.09,f
e,Fairly Large,Bell,Grooved,1.42,f
p,Gigantic,Bell,Wrinkled,4.63,f
p,Huge,Convex,Iridescent,7.6,t
e,Fairly Large,Convex,Dry,13.38,f
p,Huge,Convex,Smooth,16.25,f
p,Gigantic,Sunken,Dry,8.86,f
e,Large,Sunken,missing,26.73,f
p,Colossal,Convex,Sticky,32.6,f
p,Gigantic,Convex,missing,12.73,f
p,Gigantic,Sunken,Silky,7.42,f
p,Huge,Convex,Smooth,32.53,f
e,Large,Convex,Dry,12.77,f
p,Huge,Convex,Smooth,10.75,t
e,Large,Others,missing,23.15,f
p,Huge,Flat,Textured,5.04,f
p,Gigantic,Flat,missing,3.77,f
e,Large,Convex,Scaly,9.12,f
p,Huge,Convex,Scaly,12.27,t
e,Fairly Large,Convex,missing,9.55,f
e,Fairly Large,Convex,Silky,14.73,t
e,Large,Flat,Textured,9.21,f
p,Gigantic,Flat,Grooved,48.13,f
p,Gigantic,Flat,missing,3.67,f
e,Large,Convex,Textured,17.15,f
p,Huge,Conical,Iridescent,8.72,f
p,Huge,Sunken,Textured,12.11,f
e,Fairly Large,Convex,missing,4.71,f
p,Gigantic,Convex,Scaly,13.12,t
e,Large,Sunken,missing,21.44,f
e,Fairly Large,Punctate,Dry,33.26,f
e,Large,Bell,Hairy,8.82,f
p,Colossal,Bell,missing,2.49,f
e,Large,Flat,Smooth,19.02,t
p,Huge,Convex,Silky,7.12,f
e,Very Large,Convex,Scaly,9.59,f
p,Colossal,Convex,Textured,31.38,f
e,Very Large,Sunken,Smooth,22.46,f
p,Gigantic,Bell,Hairy,6.56,t
e,Fairly Large,Convex,missing,15.7,t
e,Large,Convex,missing,13.45,t
e,Large,Flat,Wrinkled,2.68,f
p,Gigantic,Sunken,Dry,6.84,f
p,Huge,Flat,missing,6.86,f
p,Gigantic,Others,missing,14.44,f
p,Huge,Sunken,Dry,7.89,f
e,Fairly Large,Conical,Grooved,1.62,f
p,Colossal,Flat,Scaly,3.59,t
p,Gigantic,Sunken,Textured,14.52,f
e,Very Large,Flat,missing,4.27,f
e,Very Large,Flat,missing,18.13,t
p,Huge,Convex,missing,7.14,f
p,Huge,Flat,Hairy,18.84,t
e,Large,Convex,Scaly,12.25,t
p,Huge,Convex,Iridescent,6.43,t
e,Fairly Large,Flat,missing,17.71,f
e,Very Large,Convex,Scaly,17.65,t
p,Huge,Flat,Dry,10.66,f
p,Colossal,Convex,Scaly,14.71,t
p,Colossal,Convex,Grooved,2.32,f
p,Huge,Others,Leathery,0.0,f
p,Gigantic,Convex,Grooved,2.53,f
e,Very Large,Convex,Wrinkled,2.41,f
e,Fairly Large,Sunken,missing,6.77,f
e,Large,Convex,missing,3.89,f
e,Large,Convex,missing,10.5,t
e,Large,Sunken,missing,7.98,f
p,Gigantic,Convex,Grooved,35.24,f
e,Fairly Large,Punctate,missing,12.6,f
p,Colossal,Convex,Textured,6.27,t
e,Fairly Large,Convex,Silky,10.26,f
e,Large,Sunken,Smooth,25.04,f
e,Large,Convex,Dry,15.22,f
e,Fairly Large,Flat,Silky,9.15,f
e,Large,Convex,Textured,9.08,f
p,Colossal,Sunken,Dry,11.45,f
p,Huge,Flat,Dry,6.17,f
e,Very Large,Convex,Dry,14.04,f
p,Colossal,Convex,Hairy,8.35,f
p,Gigantic,Others,missing,24.46,f
p,Gigantic,Conical,missing,3.6,f
p,Colossal,Conical,Iridescent,7.46,f
e,Very Large,Punctate,Silky,16.59,t
p,Huge,Flat,Scaly,17.98,f
p,Gigantic,Flat,Textured,4.17,f
p,Huge,Bell,Scaly,17.12,f
p,Huge,Flat,Textured,4.76,f
e,Very Large,Convex,Dry,10.54,f
e,Fairly Large,Flat,missing,17.26,t
e,Large,Convex,Smooth,15.47,t
p,Huge,Bell,Silky,6.67,t
p,Gigantic,Convex,Textured,30.96,f
p,Colossal,Bell,Textured,13.15,t
e,Very Large,Convex,missing,10.12,t
p,Huge,Convex,Silky,7.82,f
p,Huge,Others,Textured,0.0,f
p,Huge,Convex,Silky,29.61,f
p,Colossal,Others,Silky,0.0,f
p,Colossal,Others,missing,22.9,f
e,Large,Bell,Grooved,4.24,f
e,Large,Convex,Hairy,22.98,f
e,Large,Conical,Grooved,1.61,f
e,Large,Convex,Textured,5.58,t
e,Very Large,Flat,Silky,13.89,f
e,Very Large,Flat,Grooved,13.06,f
p,Huge,Convex,Textured,6.74,t
p,Colossal,Flat,Wrinkled,5.6,f
e,Large,Flat,Scaly,3.15,f
p,Gigantic,Convex,missing,15.73,f
e,Very Large,Convex,Scaly,16.85,t
p,Gigantic,Flat,Iridescent,2.52,f
p,Gigantic,Sunken,Silky,8.1,f
e,Very Large,Convex,Smooth,24.96,f
e,Fairly Large,Others,Leathery,62.13,f
p,Colossal,Sunken,missing,10.77,t
p,Gigantic,Convex,Grooved,42.03,f
p,Colossal,Bell,Textured,4.78,f
p,Colossal,Flat,Dry,2.94,f
p,Gigantic,Flat,Textured,12.93,f
p,Gigantic,Convex,Smooth,19.97,t
p,Huge,Punctate,Textured,2.55,t
p,Huge,Bell,Textured,12.47,t
p,Colossal,Flat,missing,13.47,f
p,Gigantic,Convex,Smooth,29.32,f
p,Gigantic,Sunken,Silky,5.71,f
p,Huge,Convex,Silky,18.44,f
e,Large,Convex,Hairy,4.37,t
e,Large,Convex,Scaly,9.76,f
e,Large,Others,Scaly,41.15,f
e,Large,Convex,Textured,12.95,f
p,Gigantic,Convex,Grooved,2.61,f
p,Gigantic,Convex,missing,22.3,f
e,Very Large,Convex,missing,9.28,f
p,Gigantic,Convex,Sticky,1.84,f
e,Large,Convex,Smooth,24.0,f
e,Very Large,Punctate,Dry,35.43,f
e,Large,Punctate,Silky,12.05,t
e,Very Large,Convex,Hairy,6.34,f
p,Huge,Flat,Hairy,11.93,t
p,Gigantic,Convex,Smooth,10.07,t
e,Fairly Large,Flat,Hairy,8.8,f
p,Gigantic,Others,missing,13.43,f
p,Colossal,Bell,Textured,2.59,t
e,Fairly Large,Punctate,Silky,11.26,t
e,Large,Flat,Silky,10.18,f
p,Huge,Convex,Dry,2.77,f
e,Large,Sunken,missing,8.23,f
p,Huge,Convex,missing,28.95,f
p,Gigantic,Convex,Silky,13.14,f
e,Fairly Large,Sunken,Smooth,27.83,f
e,Very Large,Convex,Leathery,8.68,f
e,Very Large,Flat,Grooved,3.43,f
p,Huge,Convex,Grooved,1.05,f
e,Fairly Large,Convex,Scaly,12.43,t
e,Large,Convex,Silky,31.17,f
e,Fairly Large,Convex,Hairy,5.01,t
p,Gigantic,Sunken,Sticky,4.36,t
e,Fairly Large,Sunken,missing,6.99,f
p,Huge,Flat,missing,14.51,t
e,Large,Convex,Scaly,8.94,f
p,Gigantic,Convex,Silky,7.62,f
e,Fairly Large,Convex,Hairy,11.73,f
p,Huge,Convex,Iridescent,6.83,f
e,Very Large,Convex,Silky,2.43,f
p,Gigantic,Conical,Smooth,12.4,f
p,Huge,Convex,Textured,6.4,t
p,Gigantic,Flat,Leathery,5.05,f
e,Very Large,Bell,Hairy,10.19,f
e,Very Large,Flat,Silky,12.6,t
p,Gigantic,Bell,Hairy,4.95,t
p,Colossal,Convex,missing,12.05,f
p,Colossal,Flat,missing,6.45,f
p,Gigantic,Convex,Silky,12.27,f
p,Huge,Sunken,missing,7.06,f
p,Huge,Convex,Grooved,17.91,t
p,Huge,Flat,Textured,3.24,f
e,Large,Sunken,Wrinkled,12.78,f
p,Gigantic,Sunken,Silky,5.62,f
e,Large,Convex,Leathery,9.01,f
p,Gigantic,Sunken,Dry,8.72,f
p,Gigantic,Convex,Hairy,32.66,f
p,Colossal,Convex,Iridescent,4.61,f
p,Huge,Others,Textured,0.0,f
p,Colossal,Bell,Textured,6.11,t
e,Large,Convex,Dry,34.74,f
p,Colossal,Convex,Textured,17.85,f
e,Large,Flat,Wrinkled,2.49,f
p,Gigantic,Bell,Silky,6.55,t
p,Colossal,Convex,Grooved,1.36,f
p,Colossal,Convex,missing,2.54,f
e,Large,Convex,Silky,15.24,f
p,Gigantic,Conical,Iridescent,5.86,f
e,Fairly Large,Convex,Silky,9.29,f
p,Gigantic,Convex,missing,15.85,t
e,Large,Sunken,Dry,13.52,f
p,Huge,Sunken,Sticky,5.35,t
e,Large,Punctate,Grooved,1.34,f
p,Huge,Convex,Silky,6.56,t
e,Very Large,Sunken,missing,8.51,f
e,Very Large,Others,missing,18.07,f
e,Fairly Large,Convex,Silky,6.78,f
e,Fairly Large,Flat,Hairy,12.05,f
e,Large,Flat,Smooth,26.21,f
e,Fairly Large,Convex,Textured,22.77,f
p,Huge,Convex,Hairy,27.22,f
e,Very Large,Punctate,missing,12.44,f
p,Huge,Others,missing,25.69,f
p,Huge,Punctate,Textured,2.25,t
p,Gigantic,Convex,Silky,18.77,f
p,Gigantic,Convex,Smooth,21.76,t
p,Colossal,Flat,Wrinkled,6.45,f
p,Gigantic,Flat,Leathery,5.3,f
p,Huge,Sunken,Dry,2.41,f
e,Very Large,Convex,missing,24.76,f
p,Huge,Convex,missing,6.08,f
p,Huge,Bell,Textured,2.38,t
e,Fairly Large,Sunken,missing,7.45,f
p,Gigantic,Convex,Scaly,10.44,t
p,Colossal,Others,Leathery,0.0,f
e,Fairly Large,Convex,Iridescent,17.42,t
p,Gigantic,Punctate,Grooved,13.94,t
e,Large,Convex,Textured,13.62,f
p,Gigantic,Others,Leathery,0.0,f
e,Very Large,Others,missing,19.28,f
e,Large,Convex,missing,21.71,f
e,Huge,Sunken,Dry,5.25,f
p,Colossal,Flat,Hairy,6.5,f
p,Colossal,Convex,Hairy,15.68,f
p,Gigantic,Convex,Hairy,7.95,f
e,Large,Flat,Textured,16.74,f
e,Large,Punctate,missing,11.37,f
p,Gigantic,Others,Textured,0.0,f
p,Gigantic,Others,Sticky,1.45,f
e,Large,Convex,Silky,10.18,f
p,Gigantic,Others,Silky,0.0,f
e,Very Large,Sunken,Textured,18.49,f
p,Gigantic,Others,Smooth,12.53,f
p,Colossal,Convex,Sticky,1.66,f
p,Gigantic,Convex,missing,11.87,f
e,Large,Flat,Scaly,13.5,t
p,Gigantic,Sunken,missing,6.46,f
e,Large,Flat,missing,22.78,f
p,Huge,Flat,missing,5.12,f
e,Large,Convex,Hairy,12.87,f
p,Huge,Sunken,Dry,7.03,f
p,Colossal,Punctate,Textured,2.44,t
e,Very Large,Bell,Grooved,1.41,f
p,Colossal,Sunken,Silky,7.65,f
p,Gigantic,Bell,missing,2.46,f
p,Gigantic,Others,missing,33.79,t
e,Large,Flat,Silky,10.18,f
p,Colossal,Convex,missing,2.35,f
p,Gigantic,Convex,Smooth,31.02,f
p,Colossal,Convex,missing,10.36,f
p,Huge,Convex,Iridescent,2.34,f
p,Gigantic,Sunken,missing,13.03,t
p,Gigantic,Flat,Silky,5.67,f
p,Colossal,Convex,missing,13.41,f
e,Very Large,Convex,missing,8.32,f
e,Very Large,Punctate,Scaly,18.7,t
p,Colossal,Flat,missing,11.95,f
p,Gigantic,Convex,Silky,7.15,t
e,Large,Convex,Scaly,17.32,t
e,Large,Flat,Smooth,21.24,t
e,Very Large,Convex,Silky,15.93,t
e,Large,Bell,Hairy,10.8,f
e,Huge,Convex,missing,17.01,t
p,Gigantic,Convex,Smooth,34.11,f
p,Colossal,Bell,Silky,7.22,t
p,Huge,Convex,Hairy,32.64,f
p,Huge,Sunken,Textured,26.32,f
e,Huge,Flat,missing,11.48,f
p,Huge,Flat,Scaly,20.07,f
p,Gigantic,Bell,Scaly,4.71,f
e,Very Large,Flat,Silky,21.76,f
p,Huge,Bell,Textured,5.52,t
p,Gigantic,Convex,Iridescent,12.31,f
e,Very Large,Flat,Wrinkled,2.45,f
p,Gigantic,Others,Leathery,0.0,f
e,Large,Convex,Hairy,5.8,t
p,Colossal,Bell,Textured,7.94,t
p,Colossal,Convex,Dry,2.49,f
p,Colossal,Flat,Textured,28.56,f
p,Gigantic,Convex,Textured,31.18,f
p,Gigantic,Bell,missing,2.25,f
e,Very Large,Convex,Textured,18.01,t
e,Very Large,Convex,Silky,24.84,f
p,Gigantic,Convex,Grooved,0.92,f
p,Colossal,Convex,missing,17.35,t
e,Large,Convex,Silky,16.69,t
p,Gigantic,Bell,Scaly,8.26,t
p,Gigantic,Convex,Textured,33.25,f
e,Large,Flat,Silky,10.32,f
e,Large,Sunken,missing,7.41,f
e,Large,Flat,Scaly,3.56,f
p,Gigantic,Bell,Hairy,1.32,f
e,Large,Flat,Hairy,4.53,f
p,Gigantic,Sunken,Hairy,11.91,f
p,Huge,Convex,Iridescent,5.08,f
p,Huge,Bell,Grooved,3.08,f
p,Huge,Convex,Iridescent,15.03,f
p,Colossal,Flat,Hairy,6.18,f
p,Gigantic,Convex,Wrinkled,5.4,f
p,Gigantic,Convex,Silky,7.3,f
p,Huge,Flat,Silky,5.13,f
e,Very Large,Flat,Scaly,21.0,t
p,Huge,Flat,Grooved,39.12,f
p,Gigantic,Sunken,Textured,14.78,t
p,Gigantic,Others,Silky,0.0,t
p,Gigantic,Sunken,Sticky,5.46,t
p,Colossal,Others,Smooth,15.66,f
p,Colossal,Sunken,Sticky,6.69,t
e,Very Large,Sunken,Silky,25.72,f
e,Large,Bell,Grooved,2.69,f
p,Huge,Bell,Textured,4.76,f
p,Colossal,Bell,Textured,2.42,t
e,Fairly Large,Sunken,missing,7.48,f
p,Gigantic,Convex,missing,3.62,f
p,Gigantic,Flat,missing,11.31,f
p,Gigantic,Convex,missing,20.65,f
p,Colossal,Convex,Dry,2.5,f
e,Large,Flat,Silky,14.32,f
p,Gigantic,Convex,Silky,7.51,f
p,Huge,Others,missing,27.19,t
p,Colossal,Convex,Scaly,5.21,f
p,Gigantic,Convex,missing,12.48,f
e,Very Large,Punctate,Silky,18.14,t
e,Large,Convex,Textured,6.64,f
p,Gigantic,Convex,Textured,8.49,t
e,Large,Punctate,missing,13.25,f
p,Gigantic,Flat,missing,9.95,f
e,Very Large,Convex,Dry,12.85,f
p,Colossal,Sunken,Wrinkled,6.36,f
p,Huge,Convex,Grooved,1.69,f
p,Huge,Sunken,Hairy,11.08,f
e,Very Large,Bell,Hairy,9.95,f
e,Very Large,Convex,missing,23.2,f
p,Gigantic,Sunken,Dry,6.13,f
e,Very Large,Convex,missing,23.95,f
p,Colossal,Flat,Dry,2.8,f
e,Large,Sunken,missing,17.97,f
p,Gigantic,Convex,Sticky,1.47,f
p,Gigantic,Convex,Silky,7.16,f
e,Very Large,Convex,Textured,12.09,f
e,Very Large,Flat,Grooved,4.68,f
e,Large,Sunken,Scaly,2.75,f
p,Gigantic,Others,Leathery,0.0,f
e,Very Large,Flat,Silky,16.84,t
e,Large,Convex,missing,23.89,f
p,Colossal,Convex,Smooth,9.48,t
e,Fairly Large,Convex,Iridescent,17.21,t
p,Huge,Convex,Silky,14.14,f
e,Large,Convex,Textured,4.69,t
p,Gigantic,Convex,Grooved,2.61,f
e,Very Large,Sunken,missing,18.41,f
e,Very Large,Convex,Textured,12.16,f
p,Colossal,Bell,Textured,13.72,t
p,Huge,Punctate,Scaly,18.7,f
e,Large,Convex,Smooth,18.98,f
p,Huge,Convex,missing,19.47,f
p,Huge,Convex,Silky,7.1,t
p,Huge,Convex,Dry,2.38,f
e,Large,Punctate,Textured,54.96,f
e,Large,Convex,Textured,4.35,t
e,Large,Convex,Silky,6.75,f
p,Gigantic,Convex,missing,7.04,f
p,Gigantic,Bell,Hairy,1.27,f
p,Gigantic,Others,Silky,0.0,f
p,Huge,Others,Silky,0.0,t
p,Huge,Sunken,Wrinkled,5.46,f
p,Colossal,Sunken,Dry,5.59,f
e,Large,Convex,Textured,12.37,f
e,Huge,Conical,Grooved,0.97,f
p,Colossal,Bell,Hairy,6.56,t
p,Colossal,Flat,Leathery,4.6,f
p,Huge,Sunken,Textured,12.74,f
p,Gigantic,Flat,missing,14.33,t
p,Colossal,Flat,Dry,8.31,f
p,Colossal,Convex,Hairy,7.29,f
p,Huge,Convex,Hairy,16.94,f
p,Colossal,Flat,missing,7.93,f
p,Gigantic,Flat,Leathery,5.07,f
e,Huge,Flat,missing,17.46,f
e,Very Large,Convex,missing,14.68,f
p,Colossal,Flat,Scaly,3.29,t
p,Colossal,Convex,Silky,11.95,f
p,Colossal,Convex,Smooth,30.23,f
p,Huge,Conical,Iridescent,7.27,f
p,Gigantic,Convex,Grooved,16.49,t
e,Very Large,Sunken,Textured,17.56,f
e,Very Large,Convex,missing,13.67,f
p,Colossal,Sunken,missing,12.55,t
e,Large,Convex,Silky,7.0,f
p,Huge,Flat,Wrinkled,5.4,f
p,Huge,Conical,Iridescent,6.69,f
e,Very Large,Flat,Hairy,13.75,f
p,Gigantic,Sunken,Wrinkled,5.22,f
e,Huge,Convex,Scaly,14.51,t
p,Gigantic,Convex,Grooved,1.53,f
e,Large,Convex,Scaly,10.67,f
p,Colossal,Convex,Grooved,2.62,f
p,Gigantic,Convex,Textured,12.62,f
p,Gigantic,Convex,Scaly,13.46,t
p,Gigantic,Punctate,missing,30.11,f
p,Colossal,Others,Leathery,0.0,f
p,Gigantic,Convex,Smooth,29.49,f
p,Gigantic,Bell,Scaly,8.68,t
p,Gigantic,Sunken,Wrinkled,5.57,f
p,Gigantic,Flat,Textured,5.29,f
e,Very Large,Convex,missing,9.65,t
p,Huge,Others,missing,25.69,f
e,Very Large,Convex,Textured,22.85,f
p,Gigantic,Convex,Hairy,16.71,f
e,Very Large,Flat,Hairy,7.21,f
p,Gigantic,Convex,Scaly,11.01,t
p,Huge,Bell,Hairy,6.17,t
p,Colossal,Flat,Textured,3.11,f
p,Huge,Convex,Textured,13.36,f
p,Huge,Flat,Silky,7.47,f
e,Large,Others,Leathery,55.33,f
p,Huge,Convex,missing,25.97,f
p,Colossal,Others,Silky,0.0,t
e,Very Large,Flat,Hairy,9.72,f
p,Gigantic,Convex,Grooved,0.88,f
e,Large,Convex,Leathery,7.42,f
p,Colossal,Flat,Iridescent,2.41,f
e,Large,Flat,Dry,6.5,f
p,Gigantic,Convex,Textured,14.05,f
p,Colossal,Convex,Silky,38.7,f
e,Large,Convex,missing,26.7,f
p,Gigantic,Bell,Textured,4.84,t
e,Very Large,Convex,Sticky,9.55,f
p,Gigantic,Convex,Grooved,14.25,t
p,Colossal,Bell,Textured,3.69,f
e,Huge,Convex,Scaly,17.23,t
e,Large,Others,Scaly,47.3,f
e,Very Large,Convex,Leathery,10.21,f
p,Gigantic,Flat,Hairy,13.94,t
e,Very Large,Convex,Hairy,7.25,f
e,Very Large,Convex,Dry,14.78,f
e,Very Large,Bell,Grooved,1.52,f
p,Gigantic,Convex,Hairy,17.48,f
e,Very Large,Others,Leathery,34.22,f
e,Large,Bell,Grooved,3.09,f
e,Very Large,Convex,Dry,12.31,f
e,Large,Sunken,Dry,5.95,f
p,Gigantic,Sunken,missing,13.46,t
p,Gigantic,Convex,Silky,5.54,f
e,Very Large,Convex,Textured,23.09,f
e,Large,Conical,Hairy,12.88,f
e,Very Large,Others,Leathery,49.22,f
e,Huge,Flat,Scaly,12.09,t
p,Huge,Convex,Scaly,3.28,t
e,Huge,Flat,missing,21.98,f
e,Huge,Flat,Scaly,8.17,f
p,Colossal,Bell,Scaly,17.58,f
e,Very Large,Bell,Grooved,1.1,f
p,Gigantic,Convex,Textured,26.3,f
p,Colossal,Flat,missing,13.92,t
e,Large,Convex,Silky,9.68,f
e,Huge,Convex,missing,4.96,f
e,Large,Flat,missing,15.78,f
e,Very Large,Sunken,missing,23.06,f
e,Very Large,Bell,Scaly,2.52,f
p,Huge,Convex,Iridescent,7.27,f
e,Very Large,Convex,Silky,9.69,f
e,Very Large,Sunken,Textured,17.71,f
p,Colossal,Sunken,Dry,10.54,f
e,Large,Convex,Silky,11.15,f
p,Colossal,Others,Textured,14.02,f
e,Very Large,Sunken,missing,24.43,f
p,Colossal,Others,Textured,0.0,f
p,Gigantic,Others,Sticky,1.23,f
e,Large,Bell,Scaly,3.63,f
p,Colossal,Flat,Scaly,17.09,f
e,Very Large,Convex,Hairy,6.36,f
p,Huge,Convex,missing,2.41,f
p,Colossal,Sunken,missing,8.55,f
p,Colossal,Bell,Silky,13.39,t
p,Huge,Convex,Textured,9.32,t
p,Huge,Convex,Grooved,2.48,f
p,Huge,Sunken,missing,11.63,t
e,Very Large,Flat,Grooved,11.88,f
p,Colossal,Sunken,Hairy,12.43,f
e,Very Large,Flat,Silky,15.18,t
e,Large,Flat,missing,4.43,f
p,Gigantic,Bell,Scaly,18.18,f
p,Colossal,Others,Textured,0.0,f
e,Large,Flat,Silky,10.65,f
e,Very Large,Convex,Silky,6.07,f
e,Large,Punctate,missing,21.15,f
e,Large,Convex,Hairy,12.5,f
e,Huge,Sunken,missing,7.7,f
e,Huge,Flat,Wrinkled,12.05,f
p,Gigantic,Convex,missing,14.55,t
e,Very Large,Convex,Silky,11.07,f
e,Huge,Flat,Grooved,11.95,f
p,Huge,Convex,missing,1.07,f
e,Very Large,Convex,Silky,9.49,f
p,Colossal,Convex,Scaly,3.45,t
p,Colossal,Convex,missing,6.23,f
e,Very Large,Convex,Silky,16.31,f
e,Very Large,Conical,missing,20.25,f
e,Very Large,Sunken,Dry,12.53,f
p,Huge,Convex,Hairy,16.9,t
p,Huge,Bell,Textured,11.63,t
p,Huge,Flat,missing,11.48,f
p,Gigantic,Convex,Scaly,12.09,t
p,Colossal,Conical,Hairy,3.06,f
p,Gigantic,Others,Silky,0.0,t
p,Colossal,Convex,Iridescent,4.81,f
p,Gigantic,Bell,Sticky,5.96,t
e,Large,Flat,Silky,8.92,f
e,Very Large,Convex,Silky,5.48,f
p,Colossal,Bell,missing,2.11,f
p,Gigantic,Sunken,Textured,14.82,t
e,Very Large,Bell,Scaly,3.17,f
e,Huge,Sunken,missing,19.32,f
p,Gigantic,Sunken,Sticky,36.19,f
p,Colossal,Convex,Textured,8.01,t
e,Large,Bell,Scaly,3.18,f
p,Colossal,Convex,Scaly,24.03,t
e,Huge,Convex,Sticky,10.01,f
e,Very Large,Convex,Sticky,10.7,f
e,Very Large,Convex,Scaly,25.29,t
p,Colossal,Bell,Hairy,7.02,t
p,Gigantic,Convex,Grooved,1.01,f
e,Huge,Convex,Textured,15.44,f
e,Large,Convex,Silky,24.03,f
p,Colossal,Convex,Sticky,1.86,f
p,Gigantic,Convex,Grooved,2.15,f
e,Large,Sunken,missing,9.46,f
e,Large,Convex,Textured,21.51,f
e,Large,Convex,Scaly,9.18,f
p,Huge,Convex,Textured,10.39,f
e,Very Large,Convex,Grooved,1.69,f
e,Huge,Conical,Grooved,1.37,f
p,Gigantic,Convex,missing,12.09,f
e,Very Large,Convex,missing,12.89,t
e,Very Large,Convex,Smooth,23.43,f
p,Colossal,Convex,Scaly,14.22,t
e,Very Large,Flat,Silky,20.22,f
e,Large,Convex,Sticky,11.08,f
p,Huge,Bell,Dry,6.32,t
e,Huge,Convex,missing,7.66,f
e,Very Large,Convex,missing,13.41,t
e,Huge,Convex,missing,7.81,f
p,Gigantic,Others,Leathery,0.0,f
e,Large,Convex,missing,13.37,t
p,Colossal,Convex,Iridescent,6.94,f
p,Huge,Convex,missing,13.13,f
e,Large,Sunken,Dry,5.98,f
e,Large,Convex,Leathery,8.72,f
p,Gigantic,Convex,Scaly,15.63,t
e,Huge,Flat,Scaly,2.64,f
p,Colossal,Convex,missing,18.84,f
p,Colossal,Convex,Dry,2.43,f
p,Gigantic,Sunken,missing,11.49,t
p,Gigantic,Convex,Scaly,12.09,t
e,Huge,Sunken,Textured,22.84,f
e,Very Large,Conical,Grooved,0.94,f
e,Huge,Convex,Textured,6.08,f
e,Large,Convex,Textured,13.09,f
e,Huge,Flat,Scaly,23.07,t
e,Very Large,Convex,Textured,4.09,t
e,Very Large,Convex,Scaly,23.87,t
e,Large,Convex,Silky,8.8,f
p,Gigantic,Conical,Iridescent,9.67,f
p,Colossal,Flat,Scaly,3.27,t
p,Gigantic,Convex,Grooved,2.83,f
p,Gigantic,Convex,Wrinkled,10.33,f
p,Gigantic,Convex,Grooved,0.89,f
p,Colossal,Flat,Hairy,16.45,t
e,Large,Flat,Scaly,25.17,t
p,Gigantic,Bell,Scaly,4.48,f
e,Very Large,Sunken,Dry,5.86,f
e,Huge,Convex,missing,14.75,f
p,Huge,Conical,Smooth,12.48,f
p,Gigantic,Flat,missing,8.47,f
p,Colossal,Convex,Hairy,30.72,f
p,Gigantic,Convex,missing,4.53,f
p,Colossal,Convex,Sticky,3.22,f
p,Gigantic,Convex,Scaly,10.75,t
p,Gigantic,Sunken,Silky,6.14,f
p,Gigantic,Conical,Smooth,12.0,f
p,Gigantic,Bell,Scaly,3.37,t
e,Very Large,Convex,Silky,9.97,f
p,Huge,Convex,Hairy,16.73,f
e,Large,Convex,Scaly,12.66,t
e,Huge,Convex,Silky,8.86,f
p,Colossal,Convex,missing,2.59,f
p,Huge,Conical,Iridescent,7.71,f
p,Gigantic,Flat,Leathery,5.04,f
p,Colossal,Bell,missing,2.16,f
e,Huge,Flat,Silky,8.32,f
p,Gigantic,Convex,Smooth,24.78,f
p,Colossal,Convex,Hairy,17.11,t
p,Gigantic,Convex,Smooth,10.45,t
e,Huge,Flat,Scaly,24.75,t
e,Very Large,Flat,Scaly,22.1,t
p,Gigantic,Punctate,Textured,2.45,t
e,Large,Flat,Wrinkled,2.69,f
p,Colossal,Convex,Textured,7.88,t
e,Huge,Sunken,Smooth,22.85,f
p,Gigantic,Sunken,Sticky,29.63,f
