Seating Capacity,Average Meal Price,Social Media Followers,Revenue
60,40.99,35405,570448.15
76,32.44,17586,570669.44
77,31.94,19329,570724.51
54,46.54,13812,570741.44
54,45.62,50182,570863.68
53,47.97,20156,570959.38
65,39.16,16896,571039.98
42,59.5,41012,571083.1
45,54.8,29234,571156.4
52,48.24,31908,571242.56
80,30.31,59911,571340.68
40,62.08,25780,571387.2
39,63.03,40962,571438.1
38,66.25,16866,571544.05
57,43.23,19151,571787.97
52,47.62,25103,571885.59
53,46.79,19729,572037.54
45,55.28,7794,572133.06
77,31.99,41967,572134.01
42,59.53,23206,572270.54
76,32.71,51420,572352.53
81,31.11,57228,572387.28
81,30.57,47830,572487.99
38,65.66,17704,572515.16
44,56.11,34432,572559.7
77,32.29,84608,572956.13
80,31.23,38427,573023.09
50,50.35,47070,573079.5
38,65.68,21695,573186.65
79,31.21,95587,573321.57
34,73.17,34635,573468.58
34,74.31,12244,573499.53
54,45.94,39769,573520.17
34,74.42,30110,573591.64
38,65.97,21421,573619.33
80,30.68,52707,573666.15
67,37.29,22206,573760.83
80,30.77,57639,573783.76
68,36.87,45602,573917.98
83,30.34,43586,574015.44
45,54.99,34511,574061.76
56,45.19,31218,574120.54
69,35.77,22220,574126.13
62,39.69,44829,574142.8
88,28.19,38348,574233.23
75,33.82,40945,574284.93
67,36.86,43828,574302.14
63,40.55,23010,574356.75
67,37.45,19800,574441.5
38,67.14,22115,574519.43
56,45.25,38038,574586.4
89,27.72,61058,575171.04
36,70.54,41162,575253.02
76,32.93,31116,575416.81
40,62.93,32944,575642.42
56,45.94,21924,575771.1
38,67.35,31302,575849.15
37,67.72,30442,575930.0
71,35.52,71113,576146.11
48,51.78,30721,576200.89
34,73.89,33940,576215.8
70,36.46,34573,576278.59
48,52.43,35972,576367.41
88,28.62,32562,576368.54
88,28.85,25434,576388.75
74,33.78,21189,576493.97
79,31.76,53179,576499.43
39,65.96,34979,576534.75
40,62.14,27591,576578.65
62,41.12,27013,576578.93
72,35.11,53326,576686.9
46,54.34,26444,576710.94
64,38.76,28838,576722.88
38,65.29,29048,576790.14
46,55.07,38876,576846.45
79,32.25,66356,576918.3
67,37.37,14381,576962.6
86,29.31,68476,576984.44
71,35.23,57185,577022.15
69,36.83,14455,577161.92
40,62.19,27258,577250.07
74,33.15,50487,577280.95
49,50.56,37372,577336.44
83,29.99,41965,577354.39
44,56.84,40072,577369.24
34,75.75,28835,577494.5
40,63.61,21644,577671.65
50,49.95,19209,577828.9
36,70.73,21028,577858.35
37,66.99,33049,577864.63
44,58.08,18264,577932.72
53,48.02,25861,577938.67
77,32.86,21486,577976.64
71,35.22,61617,578070.49
79,31.62,71182,578127.0
72,34.01,72880,578280.5
36,70.75,13431,578321.8
42,59.41,25917,578449.51
49,52.65,12437,578528.45
46,54.26,41384,578961.16
45,55.89,20053,578997.24
68,37.46,53817,579086.61
51,50.69,9744,579120.22
63,40.91,24239,579295.14
59,43.07,36708,579299.35
66,38.55,36490,579341.05
45,247.45582241164345,42527,579430.35
86,29.62,55067,579574.63
36,70.61,29145,579742.61
65,38.85,40009,579868.05
85,29.13,39020,579907.52
78,32.57,43042,579980.87
61,41.45,44063,580257.25
73,34.74,53381,580389.51
70,37.07,20352,580538.93
69,37.11,14166,580583.39
69,37.39,36749,580705.65
88,28.59,94297,580721.4
44,56.72,37577,580786.57
68,37.35,42413,580815.7
47,54.1,25154,580929.0
40,63.29,22108,580941.9
45,55.86,19956,581095.94
70,36.84,30919,581225.73
67,38.56,36932,581230.96
70,35.67,19914,581366.82
43,59.63,23050,581389.38
36,69.92,19597,581452.59
41,61.92,30011,581502.53
37,69.28,17710,581707.1
77,33.05,64423,581708.75
78,32.31,58799,581821.33
82,31.31,51650,581867.77
56,44.35,41696,581870.2
75,32.75,74701,581900.8
37,69.14,30497,581915.55
79,31.96,49769,581941.53
64,39.92,32829,582435.05
67,37.5,25682,582471.1
74,34.24,49602,582683.2
73,34.74,56259,582683.45
46,55.57,12782,582696.94
88,28.64,20199,582780.61
54,47.01,32938,582826.77
44,58.53,30617,582958.19
51,50.63,15045,583019.21
44,58.8,26716,583045.9
72,35.48,87746,583134.52
43,60.13,36742,583211.41
76,33.6,67170,583258.2
72,34.99,72418,583487.47
74,33.81,37006,583560.81
53,48.59,9558,583602.69
43,59.63,39897,583627.75
35,73.13,27985,583805.01
47,54.89,26501,583877.77
58,44.65,19294,583979.9
61,42.65,33929,584054.85
53,46.85,41133,584243.7
41,62.36,39569,584245.51
72,35.66,22457,584355.17
41,63.51,15808,584416.96
36,72.07,25610,584461.49
55,45.71,41226,584466.3
90,28.09,64384,584530.61
58,43.57,36189,584594.63
82,30.65,47989,584650.3
50,50.51,22896,584750.25
43,59.22,36377,584790.67
60,42.55,12252,584999.3
64,39.79,33510,585031.88
48,53.08,35260,585080.72
42,62.37,13134,585232.61
38,67.87,24345,585273.87
44,57.24,32436,585410.14
39,67.2,13287,585501.05
74,34.33,25580,585624.47
59,43.95,19512,585647.55
84,29.95,26464,585727.15
62,41.38,28366,585809.26
50,51.38,47878,585814.68
50,51.66,47073,585935.89
48,52.75,32781,586109.55
37,69.52,13751,586320.45
90,28.42,37754,586408.44
81,176.15276022250066,77096,586521.48
56,46.0,35240,586703.5
85,30.0,73295,586947.75
58,44.67,28541,586966.31
72,35.77,26771,587001.36
70,36.85,41237,587134.6
59,44.06,26636,587236.24
40,64.58,20314,587432.36
45,57.49,23104,587457.54
37,68.73,34141,587478.71
55,46.07,31371,587515.26
83,30.58,82781,587531.27
58,43.61,27941,587701.02
71,36.57,57434,587730.68
79,32.39,27809,587744.88
39,65.46,39074,587804.7
78,32.82,54074,587926.42
68,38.47,29842,587945.74
67,38.54,24358,587952.2
58,44.36,41966,587974.9
38,67.56,39382,588030.12
39,66.38,22179,588236.75
51,51.6,20853,588331.55
60,43.24,18616,588419.56
56,46.75,14101,588515.3
34,75.53,45447,588535.07
40,65.51,26406,588775.17
79,31.81,91634,588804.53
38,66.45,31658,588952.15
47,54.88,26932,588959.44
53,48.41,21416,589142.79
35,74.05,46966,589299.75
76,33.22,74347,589400.35
46,57.09,22713,589414.88
36,72.22,29881,589462.43
56,45.24,31452,589470.14
43,59.98,13757,589515.79
55,46.89,49801,589558.31
42,61.17,7184,589716.99
75,33.96,33436,589844.06
62,41.72,31837,589910.57
56,46.13,37991,590023.73
79,32.26,72527,590025.21
50,51.79,18043,590078.62
73,34.84,73331,590097.29
36,73.66,15218,590277.42
76,34.19,73541,590421.14
68,38.02,32845,590425.61
42,62.09,23714,590949.2
85,30.25,26986,591027.8
56,46.31,32389,591050.02
69,37.76,18960,591124.22
41,62.95,29455,591193.4
35,74.56,53524,591225.34
71,35.76,29149,591337.83
71,36.66,36979,591579.33
63,40.75,30011,591581.55
73,34.86,92397,591598.23
51,51.13,34519,592046.32
52,49.01,34992,592172.18
54,46.89,46836,592220.27
36,71.55,26202,592246.8
65,40.05,37869,592282.6
84,30.46,50261,592316.05
55,47.12,34183,592636.55
39,67.77,15791,592675.3
74,34.54,34956,592691.6
45,57.7,16695,592823.15
57,45.07,22471,592849.3
46,56.98,34168,592910.66
56,46.6,16436,592956.4
84,30.3,65240,593087.9
39,67.46,25058,593119.02
86,30.01,35722,593150.74
88,28.91,59372,593296.47
39,66.64,39700,593412.82
79,32.16,66313,593554.01
58,45.7,20443,593564.25
83,30.79,73907,593677.31
36,72.0,24301,594059.55
53,48.89,28732,594071.29
71,35.81,86952,594276.1
90,28.88,25950,594433.52
60,44.23,40381,594532.21
68,37.82,49485,594720.15
62,42.2,17395,594743.95
60,43.29,14245,594869.1
42,61.32,41159,594888.93
60,44.37,17676,594933.24
76,33.76,64754,595167.32
84,30.11,55752,595278.33
42,62.12,11629,595322.23
45,58.78,21565,595366.49
70,36.9,29354,595775.7
64,40.84,16542,595787.14
71,36.44,65329,595818.43
72,35.69,45019,595932.75
43,60.27,26487,595944.9
78,34.04,16198,596160.54
44,60.01,27522,596232.71
74,35.07,31203,596323.06
71,36.39,23650,596332.51
70,37.17,29694,596483.43
77,34.18,24578,596558.28
90,29.02,41797,596753.57
68,38.02,46756,596758.96
40,65.55,22818,596938.95
54,48.41,40664,597012.23
84,30.74,80704,597022.78
76,33.56,84036,597059.66
90,28.74,27860,597074.08
80,32.11,53244,597096.17
68,37.77,43900,597167.19
83,31.58,81995,597346.59
77,33.36,32817,597433.13
61,42.67,43194,597452.27
74,35.94,32114,597535.88
37,71.58,30903,597628.87
52,49.4,37179,597657.45
49,52.98,45811,597847.23
34,75.95,45474,597974.55
37,70.0,11933,598258.65
70,36.85,63327,598274.25
68,39.1,36471,598446.05
48,54.08,10044,598526.88
54,49.53,17094,598631.51
53,50.48,11997,598653.11
72,37.09,30121,598674.45
68,39.02,32504,598682.56
45,58.27,18148,598696.64
40,65.51,30865,598743.0
39,67.12,37231,598816.89
80,32.93,33373,598918.54
66,40.02,35698,598951.16
35,74.61,34727,599069.78
59,45.22,12877,599176.39
43,60.25,26749,599381.95
75,35.47,24134,599518.34
83,31.06,37617,599518.85
39,68.24,28455,599601.91
73,36.27,28425,599799.04
55,48.5,32858,599970.9
65,40.07,33751,600003.99
41,63.96,19186,600006.94
42,63.42,24323,600137.39
45,58.43,16286,600295.36
43,61.57,43672,600424.81
65,40.03,37805,600470.57
85,30.7,41941,600486.95
55,47.35,13106,600581.1
68,39.16,18068,600657.96
65,40.36,28064,600948.2
74,35.61,29796,601046.3
56,46.95,37604,601090.35
68,38.3,35658,601126.5
59,45.15,36404,601633.5
45,59.49,21600,601664.29
70,37.21,20609,602234.43
73,35.75,37980,602302.75
90,29.63,40354,602311.37
69,38.6,11071,602336.95
72,35.9,87900,602385.5
81,31.75,72836,602387.3
37,71.26,37651,602813.19
70,37.18,42880,603146.7
38,70.25,20955,603158.75
54,48.12,50903,603222.35
75,35.15,48586,603380.25
67,40.17,19150,603502.25
66,39.72,31074,603518.12
85,31.38,35379,603589.89
53,50.02,22281,135084.8194142525
90,29.39,52699,603751.7
46,57.59,39740,603828.25
69,38.99,19913,603866.93
82,31.26,89067,603905.81
70,37.66,27693,603983.35
66,39.36,29821,604189.51
48,55.72,16436,604228.3
81,32.67,35238,604255.87
89,29.73,52924,604278.38
65,40.95,21453,604487.75
43,61.41,9057,604832.58
42,62.43,39077,604903.26
68,39.03,32887,605004.57
54,49.2,22767,605021.35
38,68.66,31464,605043.62
46,57.33,18671,605235.45
68,38.32,32520,605255.04
70,36.81,69139,605429.23
59,45.58,22033,605467.79
45,59.68,12679,605733.03
75,34.97,65253,605859.01
59,45.6,14037,605891.55
41,64.02,36147,605913.31
50,52.95,23678,605929.9
70,37.63,37124,606041.64
46,58.2,47197,606144.45
73,36.42,53526,606246.88
87,30.58,37051,606474.31
69,38.67,55405,606579.18
73,35.54,93086,606621.48
81,33.1,46633,606664.15
47,57.26,26903,606896.57
73,35.88,45378,606913.54
85,31.46,44442,607126.06
49,55.01,36993,607134.51
59,44.45,20743,607220.95
84,30.77,69088,607275.51
63,41.8,19423,607293.95
84,31.18,79784,607354.6
72,36.33,73733,607382.55
62,42.08,54642,607417.48
89,30.51,24929,607556.13
53,233.19520997381488,7351,607593.47
52,52.35,15037,607703.9
65,40.57,15951,608278.75
75,35.32,65624,608281.62
67,40.27,41328,608378.76
40,66.75,31002,608388.35
84,30.94,96983,608405.09
51,52.45,41365,608486.65
76,35.17,22147,608487.86
75,35.28,53171,608543.81
75,35.29,54022,608893.62
51,53.12,18618,608909.12
38,69.58,23781,608961.03
76,35.07,59758,608976.71
37,70.43,47824,609011.35
44,60.06,29689,609029.45
78,34.35,49749,609050.8
73,35.31,98363,609366.88
47,56.44,36570,609392.92
65,40.59,31012,609436.14
52,51.77,39686,609833.63
57,47.63,23035,609839.62
73,36.4,42798,610017.2
76,34.53,82455,610024.22
84,30.97,73166,610146.46
54,49.6,31758,610178.5
50,52.94,28197,610378.05
74,35.16,76425,610387.93
77,34.72,41174,610425.98
77,33.94,69986,610487.48
62,43.6,36578,610493.6
38,70.22,33410,610941.28
90,29.42,26353,611070.59
75,35.43,82360,611148.57
85,31.08,57844,611155.82
47,56.92,45816,611248.1
70,38.38,81134,611314.18
84,31.37,46428,611394.91
77,34.04,45578,611468.26
76,34.1,95297,611536.35
72,36.79,36304,611549.8
37,72.1,24231,611588.25
80,33.03,46468,611627.83
56,47.5,33038,611845.9
42,64.66,17097,611855.57
48,55.21,32116,611888.15
45,60.71,18492,612068.12
85,31.92,24396,612111.74
70,38.51,51592,612128.05
74,35.84,49917,612167.51
70,38.07,34700,612365.96
60,44.65,28658,612403.1
82,32.94,39054,612670.2
36,75.26,32902,612818.88
57,46.95,34731,613017.7
75,36.01,54778,613096.48
72,36.68,54967,613189.37
75,35.8,36256,613216.8
50,53.88,41912,613250.34
67,147.63153534684352,12876,613477.46
61,43.52,36459,613612.75
50,54.74,27020,614012.52
42,63.64,34453,614078.25
78,34.64,58541,614143.73
50,54.64,29283,614535.87
85,31.81,65356,614561.56
76,35.69,41693,614599.82
44,61.89,44834,614770.31
70,38.25,21619,614816.45
85,31.86,24068,614891.14
42,64.98,32392,614985.72
78,34.04,60847,614993.03
79,33.69,65719,615167.42
68,39.85,30964,615235.7
77,35.02,59743,615315.89
80,34.08,25117,615344.69
54,50.13,31923,70648.23682527652
38,72.25,19376,615576.8
53,50.21,20752,615588.7
70,38.0,43085,615723.25
65,41.88,27870,615723.76
70,38.17,69134,615913.63
78,35.07,38010,615967.11
37,74.25,10615,616016.5
44,61.39,53100,616063.0
39,68.99,32118,616223.96
76,35.41,51950,616527.93
87,30.52,56086,616599.04
54,49.53,17705,616623.67
89,30.24,28778,616758.52
72,36.94,59502,616838.78
84,32.11,53815,616893.76
41,65.75,20131,617018.8
58,45.83,38375,617079.04
50,55.03,10627,617236.74
85,31.17,47082,617291.96
66,40.13,43660,617377.76
42,64.86,13090,617497.96
50,53.45,17166,617566.3
70,38.75,43695,617594.25
68,40.25,42191,617613.05
58,46.85,37401,617755.75
73,36.71,50883,617758.93
87,30.75,86615,617902.5
75,35.53,54298,618164.1
71,37.49,45519,618289.22
52,52.5,40657,618417.85
68,39.64,23092,618661.54
58,46.38,44289,618691.91
41,66.22,17558,618698.58
73,36.88,33809,618771.89
50,54.64,28468,618808.8
53,50.75,21717,618994.1
70,38.08,73879,619195.19
40,68.32,35624,619357.02
62,43.87,13959,619434.97
61,43.85,39915,619481.3
70,38.32,40461,619501.93
73,36.91,63660,619596.42
81,33.38,51071,619631.99
88,30.25,82547,619639.1
47,57.69,26415,619719.52
50,54.48,27544,619759.54
58,46.67,9506,620051.23
41,65.66,26049,620111.21
60,45.61,35864,620531.58
60,45.65,14347,620609.45
83,33.04,30496,620662.94
40,68.72,41997,620867.97
77,35.58,34050,620974.58
50,53.84,37470,621025.34
68,39.76,38962,621237.38
48,56.85,12595,621584.6
65,42.29,36320,621593.58
75,35.65,55332,621614.15
40,68.21,15130,621663.38
41,66.74,29505,621715.55
85,32.24,56851,621780.23
70,38.91,83677,621881.8
62,43.8,35174,622296.2
56,48.45,15232,622332.2
69,39.26,28520,622397.18
58,47.5,10219,622497.95
54,50.25,27829,622581.2
59,46.57,11451,622613.83
84,32.63,60950,622664.34
68,39.99,21552,622690.97
41,66.37,25661,622783.61
74,36.76,24944,622829.52
81,33.58,45817,623646.55
84,33.1,25375,624063.25
68,40.29,47769,624350.87
83,32.47,39839,624420.23
70,38.53,53816,624428.66
84,32.63,45130,624525.76
46,59.61,29944,624574.21
50,55.18,21130,624580.2
39,69.31,30058,624713.71
44,62.61,29130,624929.58
71,38.82,42529,625055.93
58,47.84,23830,625125.74
43,63.85,38101,625145.05
47,58.78,16635,625193.61
41,66.4,39343,625409.75
82,33.05,41958,625631.55
80,33.97,61499,625663.1
71,38.29,50023,625811.12
41,67.71,15442,625943.97
68,40.32,33537,626098.61
85,32.75,33861,626145.55
42,66.07,40891,626261.55
62,44.42,19996,626402.6
84,32.81,40986,626406.23
82,33.65,47775,626537.85
49,55.9,19795,626544.25
53,51.3,30007,626698.55
80,33.89,44773,626703.66
71,38.08,102358,626729.2
78,35.87,21249,626840.01
81,33.21,72730,626846.69
86,31.12,79768,626948.56
78,35.26,41108,627079.04
47,58.13,47978,627296.59
79,35.39,15373,627313.36
41,68.87,11420,627572.31
83,33.7,30787,627660.45
65,41.93,31227,627679.58
76,35.91,37836,627956.53
39,70.18,40236,628018.06
72,38.09,56977,628042.86
88,30.99,51230,628102.98
74,37.31,64188,628143.58
75,36.71,52078,628150.83
70,38.68,53253,628363.09
70,38.87,36758,628381.35
75,36.93,27373,628390.94
74,36.64,42258,628503.52
43,64.03,31942,628601.07
49,56.2,22796,628716.8
48,58.12,39502,628820.12
84,32.52,37755,628872.49
87,31.93,16570,628874.47
74,35.97,101150,628885.93
76,35.95,56015,628951.1
59,46.22,21025,628998.17
70,38.95,32433,629056.95
61,44.73,37045,629076.17
72,38.25,61348,629222.9
79,35.05,51804,629319.4
89,30.82,18064,629460.3
45,61.13,21529,629606.04
58,47.12,14601,629628.51
87,31.72,29203,629764.67
88,31.35,34366,629814.35
68,40.92,38624,629898.82
49,56.28,25374,630326.42
56,49.89,37470,630349.65
51,55.22,22574,630499.94
68,40.57,19543,630576.91
62,44.96,32037,630617.55
77,36.03,39302,630874.6
73,38.35,34569,630900.9
88,31.58,45219,631061.45
88,31.53,84402,631168.84
47,59.44,21633,631253.45
52,52.6,40834,631354.9
54,52.06,35147,631389.37
90,31.06,29871,631546.33
42,64.76,32438,631685.04
61,45.61,26183,631865.73
45,60.85,43153,632066.5
76,35.87,97110,632194.92
69,40.36,32953,632202.65
53,52.1,33842,632228.9
50,56.12,17696,632255.94
82,33.99,67342,632264.86
74,37.17,60258,632582.38
83,32.94,57510,632701.62
58,48.09,38088,632757.45
49,55.87,33536,632771.83
61,45.41,43450,632823.93
45,61.67,13558,632986.1
67,41.91,13804,632997.47
59,46.91,13772,633060.84
41,67.11,15954,633153.45
44,62.53,38483,633226.03
53,52.87,34912,633254.12
56,50.38,20975,633489.51
66,42.71,34919,633578.38
52,52.56,33572,633584.92
80,35.3,25297,633588.45
67,41.78,33555,633669.65
90,30.87,64467,633776.82
74,37.58,67955,633894.77
68,41.0,12509,633972.95
47,58.56,41206,634033.48
37,74.5,28983,634096.15
42,66.13,32563,634127.3
39,71.95,41020,634350.2
44,64.32,20579,634366.47
62,45.33,26952,634452.03
73,37.68,26905,634683.23
50,55.98,27322,634721.24
90,30.8,23968,634746.9
49,56.58,28800,634759.7
82,33.26,70628,634823.38
72,38.2,82499,635252.75
50,56.75,26960,635375.25
42,67.21,21715,635536.78
37,73.75,37102,635606.1
74,37.46,50945,635623.99
77,36.66,29684,635876.8
77,35.92,56246,635988.1
50,55.21,23647,636082.01
89,30.74,71845,636140.89
50,56.0,26902,636250.6
90,31.21,40608,636301.77
64,44.19,50967,636322.29
82,33.49,55109,636333.78
60,46.84,24959,636490.77
74,37.94,46297,636638.39
58,47.59,32827,636736.3
55,50.46,24697,636776.21
37,75.11,40825,636789.05
71,38.44,67438,636791.74
86,31.82,50007,636810.73
51,54.39,21632,636878.89
78,35.47,49094,636991.96
40,70.55,14831,636998.7
51,54.69,34900,637145.7
74,38.16,33110,637230.1
47,59.39,13946,637248.43
89,30.75,88389,637265.7
78,35.01,56958,637404.55
55,51.32,37464,637700.88
61,46.03,16482,637814.49
78,36.37,33293,637861.13
64,44.37,43139,638092.59
70,39.17,40908,638335.02
51,55.03,26703,638362.61
58,47.44,32296,638378.74
38,74.45,29528,638394.9
44,63.36,36731,638431.23
54,52.18,32720,638448.56
79,35.13,39146,638599.95
75,37.41,49799,638617.01
70,40.18,33511,638753.85
55,50.27,27421,638835.58
73,37.56,78172,638868.1
38,73.98,23406,638945.52
54,51.83,34391,639421.61
55,51.03,23491,639426.9
48,59.16,18387,639487.33
88,31.78,50283,639543.77
78,36.14,45660,639606.88
50,57.04,22408,639806.12
86,31.78,64566,639873.86
84,32.7,38402,639942.2
74,38.45,59663,639987.4
44,63.48,22217,640039.69
70,39.46,34801,640055.65
43,65.66,42924,640133.34
39,72.74,40550,640161.72
84,33.06,69639,640202.39
77,35.72,82120,640212.36
54,52.05,18603,640232.55
55,51.7,19310,640437.9
59,48.36,36890,640474.64
74,36.61,91306,640578.35
66,42.11,34801,640740.86
73,37.53,59942,640908.07
72,39.01,48706,640938.73
47,60.04,8433,640953.19
61,46.45,37281,641123.35
41,69.9,31587,641291.45
46,60.97,47665,641371.31
41,69.6,12290,641436.2
48,59.04,17411,641490.77
75,37.54,24645,641657.19
48,58.24,35395,641687.57
55,50.7,38200,641751.3
51,55.61,26167,641845.89
79,35.43,53433,642086.04
72,38.41,62270,642205.7
86,32.61,18719,642242.49
50,55.61,37767,642252.31
78,36.47,49793,642370.62
76,37.36,22830,642449.76
43,65.19,20136,642624.58
66,43.66,13819,642646.49
84,33.04,48339,642871.97
81,33.83,69669,642909.22
46,62.35,32922,642953.9
42,66.7,35877,643341.55
56,50.87,19728,643378.71
69,40.56,39745,643472.33
82,34.56,28447,643475.87
81,35.05,42020,643493.95
42,66.64,38396,643637.72
67,41.61,37026,643745.9
54,52.36,33086,643825.82
86,32.52,54657,644044.63
79,35.69,75378,644220.9
39,73.43,15822,644268.72
45,62.41,10700,644430.06
86,32.43,60239,644553.33
72,39.56,50417,644842.09
76,37.06,56769,644902.59
73,37.96,55605,644964.33
85,33.48,69223,645079.71
69,41.62,19096,645258.0
77,35.6,88420,645268.3
54,52.0,43121,645541.55
75,36.9,50038,645603.8
70,40.48,16931,645754.49
42,67.63,20879,645788.28
39,73.61,25703,645919.58
87,32.48,31065,646025.69
87,31.97,75056,646072.5
85,32.93,87789,646556.26
70,40.81,16038,646630.27
72,39.46,46007,646694.51
81,34.65,64016,646862.35
43,66.38,14065,647008.09
42,66.54,41154,647059.58
78,36.35,93348,647096.35
69,41.3,39123,647317.45
41,176.15276022250066,15274,647427.95
78,36.16,52695,647536.19
68,42.08,26166,647635.58
43,65.64,27534,647692.22
45,62.94,13284,647719.28
55,51.78,39293,648053.99
63,45.54,39464,648306.16
87,32.3,59031,648382.55
48,60.22,32977,648417.43
51,56.34,21260,648609.08
69,41.22,45870,648710.7
79,35.54,66103,648781.49
77,36.33,64564,649211.25
78,36.31,25203,649406.11
48,59.97,28607,649531.79
45,63.34,38774,649586.14
80,35.81,57816,649612.81
67,42.95,29496,649632.5
49,58.57,44048,649829.54
58,49.53,34891,649942.29
50,58.02,17604,649970.38
45,64.0,36098,650059.4
40,70.55,36970,650104.55
50,57.53,21107,650203.08
72,38.68,73092,650328.84
58,49.56,48452,650489.14
80,35.77,53606,58315.78449990184
73,38.73,63560,650709.6
43,66.04,22268,650719.5
61,47.7,20612,651068.0
90,31.5,38328,651158.9
63,45.3,26872,651206.7
64,45.06,51915,651211.37
85,34.15,26211,651232.6
89,32.51,34152,651375.31
51,56.7,19143,651386.55
73,39.16,24824,651477.96
86,33.44,43303,651918.89
44,65.54,25986,651995.06
73,38.91,34479,652283.13
55,52.49,16240,652331.17
39,73.58,39818,652340.9
73,38.97,86508,652349.52
58,48.96,22050,652402.06
38,74.86,27994,652662.18
42,68.43,40755,652831.38
44,65.71,21183,652956.0
86,33.07,57510,653087.59
73,38.3,73054,653617.1
41,70.11,19317,653819.2
54,52.06,40934,653837.18
58,49.05,23859,653951.95
51,55.95,24730,653990.95
74,39.56,19679,654216.97
82,35.29,53440,654238.61
89,31.87,65982,654454.8
53,54.41,48685,654543.62
82,35.42,30946,654680.78
48,59.79,25753,654703.31
44,65.11,37186,654731.54
48,60.58,28528,654805.72
65,44.34,26492,654969.06
85,33.7,53389,655079.15
80,35.9,63922,655288.0
50,57.19,10894,655323.57
38,75.02,37063,655327.95
74,39.28,23974,655362.04
48,58.97,39581,655503.09
60,48.68,31620,655518.34
79,36.28,44696,655728.42
51,56.37,9336,655827.07
68,41.73,35682,65390.37922110901
62,45.81,40103,655977.35
52,54.78,39098,656124.58
39,74.49,25772,656172.7
48,59.25,36487,656474.6
49,58.76,23573,656659.23
74,39.49,24654,656670.93
81,35.32,40081,656781.49
56,50.8,49590,656867.2
68,42.67,28239,657095.47
71,39.4,88275,657403.95
40,72.69,35022,657455.4
86,33.23,34567,657515.28
60,49.29,13295,657636.31
50,57.71,45116,657640.03
44,66.58,8784,657707.82
73,38.97,49802,657793.25
43,66.7,24950,657798.2
58,48.95,42696,657827.05
54,52.91,30466,657869.24
50,57.63,44064,657876.02
55,53.44,25835,658035.65
52,55.57,16373,658272.39
90,32.0,28010,658405.5
60,48.8,22802,658462.0
52,55.6,14953,658546.45
85,34.39,23223,658546.83
50,57.4,54675,658687.25
49,58.12,31992,658811.32
77,37.14,61715,658906.75
50,59.0,10040,659028.0
63,46.15,17770,659048.9
82,35.14,58483,659134.71
84,33.67,87819,659171.58
52,55.48,34745,659501.05
42,69.31,41595,659520.05
64,45.0,21711,659577.05
72,39.87,28704,659605.23
60,48.13,19829,659678.5
72,39.41,73353,659761.55
50,58.32,29751,659796.63
50,56.73,50200,659819.84
57,50.85,17791,659872.2
86,33.93,26439,659937.25
55,52.58,42140,659952.04
78,37.19,49036,660061.56
72,39.99,52815,660064.36
89,31.98,65663,660325.55
38,75.72,28918,660329.2
84,33.98,48834,660370.88
65,44.28,28203,660585.15
45,64.76,28057,660591.73
60,47.99,24540,660643.41
66,43.84,22728,660862.6
46,63.62,23299,660897.93
84,34.14,78019,661119.91
86,33.2,68107,661157.55
64,44.95,43071,661492.25
70,41.97,15934,661506.5
79,37.25,60058,661510.15
55,53.23,26081,661794.17
53,55.31,27486,661842.54
73,39.26,71228,662018.3
57,51.2,43729,662026.95
40,72.43,32104,662050.72
88,32.44,34258,662467.0
52,55.81,27101,662580.48
41,70.12,42291,662593.21
56,51.71,15305,662599.11
63,45.65,42381,662731.2
43,68.34,39006,662746.02
71,40.11,85822,662949.44
60,47.99,36763,663008.62
57,51.74,10459,663012.77
76,38.31,33622,663083.55
52,55.72,30703,663419.19
90,32.27,36035,663644.06
49,60.36,15478,663688.84
48,61.11,26102,663825.15
81,35.76,32447,664202.21
74,38.78,66367,664325.37
83,34.46,66745,664671.51
67,43.24,36978,664753.46
76,38.03,31665,664857.4
55,52.58,26693,665192.47
54,54.04,26127,665195.03
77,37.69,26233,665358.21
75,38.98,53514,665425.68
86,33.52,89834,665479.04
45,64.02,36594,665505.16
88,32.92,38268,665680.36
39,75.08,20538,665739.22
64,45.87,39153,665759.32
81,35.49,72437,665860.95
45,64.35,29121,665977.4
87,33.46,37161,666051.27
74,39.11,89383,666133.54
41,71.74,26068,666224.86
48,60.88,21606,666235.72
55,52.5,56157,666256.85
46,64.46,22127,666470.85
69,42.1,32052,666723.1
39,75.09,26113,666777.75
40,73.6,29318,666813.7
77,36.81,83591,667045.95
45,64.57,27457,667062.82
46,62.96,40705,667108.53
71,40.03,74229,667263.34
51,57.04,34413,667405.35
70,41.09,47759,667465.63
49,60.6,32955,667469.35
82,35.49,61100,667480.3
50,58.78,34214,667481.78
74,39.25,29088,667565.4
70,40.7,82719,667708.45
72,41.48,25727,667718.53
76,37.92,57856,667728.04
71,41.26,35765,667779.13
82,36.0,20928,667919.4
82,36.08,52505,668100.49
90,33.24,18793,668105.71
52,55.97,31315,668138.08
77,37.8,58875,668212.75
61,48.62,23113,668224.09
58,50.76,25326,668377.22
86,33.8,41170,668397.1
65,45.28,39973,668483.25
40,74.17,28287,668524.64
45,65.37,9937,668670.03
89,32.36,63255,668764.53
48,61.1,28671,668794.55
59,49.7,36338,668895.0
72,41.23,47675,669110.11
50,58.27,17391,669166.06
88,32.6,94695,669366.25
66,45.27,33763,669461.69
89,32.81,16307,669509.33
76,38.78,54144,669527.46
